id,name,sex
129963,Celesta,f
129964,Celeste,f
129965,Chaney,f
129966,Chanie,f
129967,Charlie,f
129968,Charlottie,f
129969,Chrissie,f
129970,Christene,f
129971,Christiana,f
129972,Cleora,f
129973,Clora,f
129974,Coralie,f
129975,Dana,f
129976,Dave,f
129977,David,f
129978,Dayse,f
129979,Dean,f
129980,Delfina,f
129981,Deliah,f
129982,Delina,f
129983,Delle,f
129984,Dicy,f
129985,Donia,f
129986,Dulcie,f
129987,Earl,f
129988,Edward,f
129989,Edwina,f
129990,Ela,f
129991,Eleonora,f
129992,Elta,f
129993,Elvie,f
129994,Elza,f
129995,Elzada,f
129996,Emaline,f
129997,Ester,f
129998,Eulah,f
129999,Eulalie,f
130000,Euna,f
130525,Lonie,f
130539,Zadie,f
130553,Eveline,f
130562,Lelah,f
130573,Nanie,f
130574,Petra,f
130600,Glennie,f
130605,Juliette,f
130609,Mannie,f
130611,Mercy,f
130612,Miranda,f
130613,Nana,f
130621,Zilpah,f
130624,Almedia,f
130632,Byrdie,f
130635,Claribel,f
130639,Coral,f
130646,Exie,f
130652,Justine,f
130656,Malissie,f
130661,Myrtice,f
130662,Narcissus,f
130668,Rosamond,f
130671,Theresia,f
130673,Valeria,f
130674,Vessie,f
130675,Victorine,f
130684,Arabella,f
130688,Audie,f
130690,Carmen,f
130697,Dottie,f
130708,Flo,f
130709,Fredericka,f
130710,Gloria,f
130711,Gusta,f
130714,Icie,f
130719,Lillia,f
130720,Lota,f
130725,Nathalie,f
130727,Nita,f
130728,Ota,f
130732,Ramona,f
130736,Texie,f
130737,Will,f
130739,Zillah,f
130740,Aida,f
130745,Arra,f
130747,Belva,f
130748,Biddie,f
130750,Bula,f
130751,Carry,f
130754,Courtney,f
130755,Crete,f
130761,Dossie,f
130772,Evangeline,f
130773,Flavia,f
130774,Fleta,f
130776,Fronia,f
130777,Gillie,f
130783,Jinnie,f
130785,Jonnie,f
130786,Karen,f
130787,Katharina,f
130794,Mell,f
130796,Mirtie,f
130797,Mora,f
130800,Ninnie,f
130801,Odie,f
130804,Pink,f
130805,Rettie,f
130808,Rozella,f
130812,Sofia,f
130815,Sybil,f
130816,Sylvania,f
130819,Tilla,f
130821,Ursula,f
130822,Veda,f
130826,Zaida,f
130828,Zenobia,f
130832,Aletha,f
130837,Andrew,f
130839,Ason,f
130843,Bina,f
130849,Chloie,f
130850,Christie,f
130853,Corean,f
130854,Corinna,f
130860,Elodie,f
130862,Epsie,f
130864,Eugene,f
130867,Exa,f
130869,Gail,f
130870,Georgine,f
130872,Gretta,f
130875,Henriette,f
130878,Jeffie,f
130879,Jemima,f
130881,Jo,f
130882,Johnie,f
130883,Josefa,f
130886,Juliana,f
130888,Katharyn,f
130889,Lannie,f
130890,Lavada,f
130893,Leonore,f
130894,Levina,f
130895,Libby,f
130896,Lilie,f
130902,Louanna,f
130904,Mabell,f
130905,Madeleine,f
130908,Marinda,f
130909,Mila,f
130912,Neta,f
130914,Orlena,f
130917,Ova,f
130918,Ozella,f
130921,Ressie,f
130922,Rosena,f
130923,Rosey,f
130925,Senora,f
130926,Siddie,f
130927,Susana,f
130928,Susanne,f
130929,Texanna,f
130933,Tiney,f
130934,Tinie,f
130935,Tiny,f
130936,Vernon,f
130939,Achsah,f
130941,Agness,f
130943,Ala,f
130944,Alabama,f
130946,Alexina,f
130947,Alfred,f
130948,Altie,f
130949,Ama,f
130950,Amalie,f
130951,Amelie,f
130952,Amey,f
130953,Amma,f
130954,Ammie,f
130955,Anie,f
130956,Annabell,f
130958,Arta,f
130960,Attie,f
130961,Audra,f
130964,Azzie,f
130968,Carl,f
130970,Cathryn,f
130972,Cena,f
130973,Chester,f
130974,Chestina,f
130976,Clem,f
130978,Crissie,f
130979,Cyntha,f
130980,Daisye,f
130982,Dellia,f
130983,Delta,f
130984,Dema,f
130985,Dezzie,f
130987,Dola,f
130988,Dollye,f
130989,Eithel,f
130990,Elba,f
130992,Elfrieda,f
130994,Elmer,f
130996,Elna,f
130998,Emogene,f
130999,Enola,f
131504,Verda,f
131613,Gretchen,f
131614,Hermina,f
131625,Nelly,f
131640,Eller,f
131653,Hetty,f
131660,Luetta,f
131666,Pennie,f
131669,Rosemary,f
131681,Beckie,f
131682,Buna,f
131683,Caldonia,f
131685,Candace,f
131694,Edla,f
131705,Florrie,f
131711,Jodie,f
131715,Luisa,f
131718,Myrtis,f
131735,Trudie,f
131740,Agusta,f
131744,Alphonsine,f
131753,Cary,f
131759,Dellie,f
131760,Delpha,f
131767,Gene,f
131773,Joyce,f
131776,Kathyrn,f
131780,Loretto,f
131781,Lucindy,f
131788,Maybell,f
131793,Odile,f
131794,Orah,f
131797,Prudie,f
131798,Rhea,f
131799,Rinda,f
131801,Rosy,f
131802,Roxy,f
131803,Sarrah,f
131804,Susannah,f
131806,Tula,f
131815,Alwina,f
131818,Arah,f
131822,Bernadine,f
131826,Capitola,f
131828,Cathern,f
131834,Columbia,f
131840,Eileen,f
131841,Elizbeth,f
131843,Eura,f
131848,Hennie,f
131849,Henretta,f
131852,Ivie,f
131853,Jeanie,f
131856,Justina,f
131858,Leaner,f
131860,Leonia,f
131861,Lorraine,f
131864,Lucetta,f
131865,Macie,f
131866,Mahalie,f
131868,Marry,f
131874,Novella,f
131877,Olevia,f
131882,Phillis,f
131883,Philomene,f
131887,Salina,f
131889,Sinda,f
131895,Tinnie,f
131897,Vashti,f
131898,Vella,f
131900,Verne,f
131901,Veva,f
131902,Vicy,f
131907,Zita,f
131908,Affie,f
131909,Albert,f
131910,Albertha,f
131914,Anabel,f
131917,Artelia,f
131919,Atha,f
131920,Barbra,f
131921,Beaulah,f
131924,Bertina,f
131926,Birdella,f
131927,Blossom,f
131929,Carmela,f
131930,Carolyne,f
131934,Cilla,f
131940,Denise,f
131943,Dorthea,f
131948,Eleonore,f
131951,Fairy,f
131952,Fannye,f
131954,Franc,f
131955,Francina,f
131956,Francisca,f
131958,Genevra,f
131960,Helga,f
131964,Iza,f
131965,Jeanetta,f
131966,Jeannie,f
131968,Jerusha,f
131976,Laurie,f
131980,Lisette,f
131982,Loda,f
131983,Lorenza,f
131986,Luda,f
131988,Lynda,f
131991,Marget,f
131992,Mariam,f
131996,Modena,f
131997,Nanna,f
131999,Nelie,f
132000,Olena,f
132571,Laurel,f
132633,Lelar,f
132639,Matilde,f
132689,Simona,f
132691,Thora,f
132697,Angelita,f
132701,Berenice,f
132708,Dagmar,f
132710,Dina,f
132717,Ema,f
132719,Florine,f
132732,Loraine,f
132735,Maida,f
132738,Missie,f
132757,Arline,f
132760,Beatrix,f
132765,Dorathea,f
132769,Elenor,f
132771,Ellis,f
132779,Gertha,f
132790,Lesta,f
132802,Orrie,f
132808,Rebekah,f
132809,Rossie,f
132820,Almina,f
132825,Arlena,f
132829,Bee,f
132836,Carlie,f
132847,Dot,f
132848,Earlie,f
132849,Elfie,f
132851,Ermine,f
132855,Francisqui,f
132856,Georgeanna,f
132857,Glendora,f
132872,Leontine,f
132873,Leva,f
132875,Litha,f
132876,Luberta,f
132885,Marianna,f
132897,Parlee,f
132900,Pearla,f
132904,Perry,f
132913,Sister,f
132917,Thresa,f
132918,Tom,f
132921,Alene,f
132924,Alverda,f
132926,Antonette,f
132928,Argie,f
132930,Arkie,f
132931,Arletta,f
132932,Arlie,f
132936,Bea,f
132938,Bert,f
132939,Bettye,f
132942,Bobbie,f
132945,Cappie,f
132946,Caro,f
132950,Cloe,f
132951,Corene,f
132953,Deetta,f
132958,Elberta,f
132962,Ether,f
132965,Felicie,f
132968,Frederica,f
132974,Hellen,f
132975,Icey,f
132976,Ines,f
132977,Ivey,f
132981,Junia,f
132982,Laney,f
132984,Lassie,f
132988,Lockie,f
132990,Lossie,f
132992,Lovey,f
132998,Marianita,f
132999,Mattye,f
133645,Crystal,f
133674,Rubie,f
133714,Milly,f
133721,Pluma,f
133723,Ruie,f
133729,Vira,f
133745,Cleva,f
133757,Gennie,f
133773,Maxie,f
133782,Sadye,f
133788,Vennie,f
133792,Zettie,f
133801,Clevie,f
133806,Delma,f
133814,Ferne,f
133816,Golden,f
133828,Maebelle,f
133831,Maxine,f
133839,Pearly,f
133841,Roma,f
133844,Savanah,f
133845,Savilla,f
133847,Valerie,f
133849,Violetta,f
133851,Adelina,f
133853,Alzina,f
133857,Annice,f
133862,Beda,f
133870,Clarabelle,f
133877,Fleda,f
133881,Garnet,f
133885,Goldia,f
133886,Grover,f
133891,Laila,f
133892,Leala,f
133894,Lilah,f
133899,Lyla,f
133904,Naoma,f
133905,Nealy,f
133907,Olivine,f
133916,Rutha,f
133917,Sussie,f
133921,Theodocia,f
133923,Tracy,f
133924,Trinidad,f
133925,Vassie,f
133929,Zina,f
133935,Arley,f
133937,Aurore,f
133940,Beth,f
133946,Channie,f
133950,Dennie,f
133961,Freida,f
133963,Georganna,f
133969,Izetta,f
133974,Kathern,f
133975,Lady,f
133976,Lala,f
133979,Leland,f
133981,Lilia,f
133987,Lurana,f
133992,Mozelle,f
133997,Norine,f
133999,Oney,f
134613,Clotilde,f
134652,Nova,f
134682,Myrna,f
134725,Medora,f
134743,Valentine,f
134768,Hildur,f
134769,Imo,f
134774,Joy,f
134786,Ragna,f
134788,Santos,f
134792,Vinie,f
134809,Emmy,f
134819,Hildegarde,f
134833,Octa,f
134850,Aurilla,f
134853,Beula,f
134880,Laverne,f
134882,Lera,f
134888,Macy,f
134893,Margrett,f
134897,Melina,f
134899,Montie,f
134904,Pheobe,f
134924,Alvira,f
134943,Clella,f
134944,Cornie,f
134953,Dorotha,f
134954,Dorthy,f
134955,Dosia,f
134960,Enid,f
134963,Essa,f
134968,Evelena,f
134971,Genoveva,f
134973,Greta,f
134977,Ica,f
134979,Ilma,f
134987,Kay,f
134989,Lalla,f
134990,Lana,f
134993,Leonor,f
134997,Lolla,f
134998,Lorna,f
135571,Vergie,f
135720,Mossie,f
135755,Manuelita,f
135765,Oline,f
135794,Floyd,f
135797,Ima,f
135798,Janey,f
135824,Villa,f
135842,Billie,f
135847,Clytie,f
135855,Ermina,f
135860,Hertha,f
135872,Margaretha,f
135874,Melanie,f
135875,Metha,f
135879,Patricia,f
135880,Pricilla,f
135881,Richard,f
135884,Sigrid,f
135885,Sydney,f
135886,Thekla,f
135908,Berniece,f
135909,Betha,f
135930,Florie,f
135937,Hilah,f
135938,Isla,f
135942,Judie,f
135950,Lethia,f
135951,Lexie,f
135955,Louisiana,f
135981,Rubye,f
135985,Silvia,f
135991,Zelpha,f
135995,Alwilda,f
135998,Angele,f
136659,Verlie,f
136731,Zelia,f
136758,Gay,f
136761,Gunda,f
136836,Octavie,f
136840,Orelia,f
136843,Retha,f
136848,Signe,f
136866,Anice,f
136872,Carlota,f
136895,Hollie,f
136909,Lurline,f
136910,Luz,f
136924,Opha,f
136933,Ura,f
136935,Vicie,f
136941,Alwine,f
136960,Carmelita,f
136964,Clemma,f
136967,Dale,f
136973,Elia,f
136974,Eloisa,f
136976,Eppie,f
136977,Ernest,f
136985,Gustie,f
136986,Hazle,f
136987,Ivory,f
136997,Lu,f
137596,Ebba,f
137777,Margarete,f
137781,Myrle,f
137782,Nadine,f
137785,Pallie,f
137844,Betsey,f
137847,Cleta,f
137856,Filomena,f
137877,Orra,f
137900,Arlene,f
137936,Margretta,f
137943,Pairlee,f
137950,Roy,f
137958,Zana,f
137983,Francies,f
137988,Howard,f
138708,Marjory,f
138769,Garnett,f
138832,Roxana,f
138851,Cressie,f
138862,Erla,f
138868,Herma,f
138889,Oliva,f
138894,Rosalind,f
138915,Chessie,f
138917,Daphne,f
138936,Lulah,f
138938,Marvel,f
138940,Monnie,f
138941,Noemie,f
138970,Elgie,f
138982,Gregoria,f
138987,Josefina,f
139737,Fleeta,f
139805,Jamie,f
139809,Madaline,f
139849,Hildred,f
139868,Sibbie,f
139869,Verena,f
139876,Bernardine,f
139881,Clemence,f
139890,Forest,f
139891,Forrest,f
139893,Gerda,f
139895,Hazelle,f
139925,Nobie,f
139929,Reva,f
139938,Vonnie,f
139960,Erin,f
139963,Ethie,f
139974,Jessye,f
139975,Jetta,f
139985,Myrl,f
139997,Signa,f
140800,Bethel,f
140820,Jule,f
140853,Delcie,f
140864,Hildegard,f
140889,Treva,f
140890,Violette,f
140938,Sylva,f
140939,Twila,f
140941,Virgil,f
140950,Concetta,f
140959,Elzie,f
140965,Gayle,f
140969,Idabelle,f
140980,Lulla,f
140987,Mira,f
140988,Nila,f
140990,Olar,f
141000,Velva,f
141684,Yvonne,f
141870,Evia,f
141907,Willia,f
141918,Dortha,f
141924,Else,f
141927,Freeda,f
141953,Versa,f
141983,Ilah,f
141989,Lester,f
141995,Maurine,f
142823,Vernice,f
142874,Elmyra,f
142889,Madelyn,f
142910,Cannie,f
142911,Carmella,f
142912,Cliffie,f
142918,Ever,f
142933,Leafy,f
142945,Olinda,f
142946,Oral,f
142951,Shellie,f
142954,Virdie,f
142956,Allena,f
142966,Clotilda,f
142973,Elida,f
142976,Elvera,f
142978,Fae,f
142992,Josefita,f
142998,Lurena,f
143662,Versie,f
143718,Vivien,f
143807,Melba,f
143854,Alline,f
143866,Elfreda,f
143903,Verla,f
143935,Murl,f
143942,Ouida,f
143968,Flonnie,f
144738,Palma,f
144793,Consuelo,f
144848,Lorine,f
144857,Venus,f
144909,Hasel,f
144917,Lupe,f
144920,Noma,f
144928,Virgia,f
144933,Alleen,f
144963,Mavis,f
144968,Nelda,f
144978,Trilby,f
144986,Adel,f
145729,Buelah,f
145795,Dorris,f
145936,Milda,f
145939,Odell,f
145943,Stephanie,f
145948,Velda,f
145960,Bernetta,f
145986,Neoma,f
146806,Gaynell,f
146882,Laurette,f
146902,Coletta,f
146904,Dewey,f
146980,Zela,f
146981,Zeta,f
147306,Manila,f
147536,Manilla,f
147597,Cuba,f
147727,Earline,f
147885,Vlasta,f
147902,Larue,f
147941,Jacqueline,f
147952,Onnie,f
147958,Vara,f
147963,Alena,f
147984,Ilo,f
147985,Imelda,f
148729,Ardis,f
148734,Delores,f
148739,Irva,f
148855,Gwen,f
148871,Tomasa,f
148875,Veta,f
148880,Berneice,f
148895,Lempi,f
148913,Eathel,f
148920,Janice,f
148925,Marybelle,f
148937,Chrystal,f
148941,Elvia,f
148951,Ilene,f
148961,Margarite,f
148962,Marianne,f
148967,Odette,f
148986,Antonina,f
148996,Delsie,f
149721,Portia,f
149865,Carmel,f
149880,Reatha,f
149918,Aleen,f
149919,Almeta,f
149931,Lilyan,f
149994,Jaunita,f
149995,Jerry,f
149998,Luvinia,f
150797,Alvera,f
150920,Allean,f
150925,Dagny,f
150942,Leoma,f
150954,Oleta,f
150958,Trula,f
150966,Dannie,f
150972,Ethyle,f
150977,Ingeborg,f
150980,Jeane,f
150982,Laurine,f
150985,Lorean,f
150987,Marge,f
150988,Margueritta,f
150991,Mozell,f
150994,Norene,f
150996,Oneta,f
150998,Rene,f
151660,Lolita,f
151762,Elouise,f
151821,Cathleen,f
151945,Bette,f
151955,Lavon,f
151982,Earnestine,f
151988,Florene,f
151996,Laverna,f
152807,Rafaela,f
152821,Germaine,f
152859,Thyra,f
152887,Loyce,f
152892,Ozie,f
152901,Cleda,f
152924,Pearline,f
152935,Ceola,f
152950,Lavera,f
152959,Marcelle,f
152963,Romaine,f
152964,Rosalyn,f
152976,Augustina,f
152980,Bonita,f
152989,Dominga,f
152997,Girtha,f
152999,Isobel,f
153755,Anona,f
153816,Jackie,f
153850,Syble,f
153915,Edris,f
153931,Santa,f
153933,Theola,f
153937,Veola,f
153940,Ceil,f
153956,Madlyn,f
153963,Vernia,f
153968,Diane,f
153971,Ellamae,f
153977,Irine,f
153983,Linnea,f
153985,Madalyn,f
153994,Roslyn,f
154634,Edrie,f
154711,Vincenza,f
154733,Yolanda,f
154803,Edra,f
154844,Orma,f
154859,Ilda,f
154874,Ardath,f
154919,Renee,f
154931,Astrid,f
154932,Beadie,f
154933,Beverly,f
154935,Doretha,f
154952,Neola,f
154964,Vela,f
154967,Wava,f
155758,Marilyn,f
155853,Evelyne,f
155879,Dimple,f
155921,Annamae,f
155929,Elease,f
155962,Williemae,f
155997,Rosaline,f
156844,Burnice,f
156846,Charline,f
156874,Charlene,f
156883,Joanne,f
156895,Theta,f
156899,Deloris,f
156915,Maureen,f
156919,Rosabelle,f
156930,Gilda,f
156931,Herminia,f
156946,Afton,f
156975,Margurite,f
156982,Otha,f
156996,Clydie,f
157801,Izola,f
157824,Rosemarie,f
157914,Arnetta,f
157925,Gladyce,f
157954,Floretta,f
157961,Merna,f
157963,Nedra,f
157972,Clementina,f
157986,Launa,f
158866,Sonia,f
158868,Aili,f
158877,Gladis,f
158890,Alease,f
158925,Madonna,f
158937,Azalee,f
158967,Colleen,f
158970,Darlene,f
158985,Macel,f
158994,Cleola,f
159853,Loree,f
159890,Meredith,f
159968,Stephania,f
159978,Dallas,f
159986,Joann,f
159992,Ozell,f
159999,Antonetta,f
160000,Arietta,f
160665,Vivienne,f
160689,Elinore,f
160790,Benita,f
160843,Glenda,f
160857,Earlene,f
160879,Arleen,f
160886,Lavern,f
160898,Ardell,f
160899,Blanchie,f
160931,Vilma,f
160965,Erline,f
160967,Felice,f
160979,Pat,f
160994,Georgette,f
161793,Yvette,f
161871,Assunta,f
161897,Helyn,f
161911,Lavonne,f
161942,Audry,f
161943,Dorathy,f
161974,Stasia,f
161977,Vita,f
161989,Jayne,f
161994,Maebell,f
161997,Paul,f
162894,Mafalda,f
162899,Sandra,f
162906,Maurice,f
162907,Olympia,f
162921,Masako,f
162922,Stacia,f
162930,Domenica,f
162934,Ingrid,f
162944,Wynona,f
162947,Bernita,f
162962,Carole,f
162964,Elenore,f
162978,Waneta,f
162987,Esperanza,f
162994,Madelene,f
162997,Roselyn,f
163559,Kathlyn,f
163857,Ardith,f
163887,Venita,f
163918,Santina,f
163949,Maryjane,f
163962,Harold,f
163967,Orene,f
163981,Noreen,f
163985,Terry,f
163990,Antionette,f
163998,Margot,f
164848,Vernell,f
164855,Dawn,f
164940,Lahoma,f
164945,Alexandra,f
164962,Maryellen,f
164967,Ruthe,f
164993,Cleone,f
164997,Kathaleen,f
165904,Aldona,f
165931,Janis,f
165939,Christeen,f
165941,Dorine,f
165960,Caryl,f
165969,Francine,f
165975,Rosaria,f
166000,Erlene,f
166884,Georgetta,f
166887,Olene,f
166896,Sheila,f
166898,Georgene,f
166903,Yoshiko,f
166925,Delora,f
166941,Lavelle,f
166949,Idamae,f
166964,Carroll,f
166970,Michelina,f
166987,Catalina,f
166991,Jack,f
166994,Raymond,f
167584,Liberty,f
167814,Victory,f
167879,Beverley,f
167941,Laurene,f
167957,Marilynn,f
167981,Jeraldine,f
167986,Marylou,f
167994,Luverne,f
168850,Cruz,f
168872,Jacquelyn,f
168887,Oneida,f
168891,Concha,f
168907,Marina,f
168919,Doreen,f
168920,Haruko,f
168930,Felipa,f
168952,Socorro,f
168957,Elois,f
168982,Toshiko,f
168987,Carlene,f
168990,Fumiko,f
168997,Soledad,f
169881,Gearldine,f
169889,Mickey,f
169890,Shirlee,f
169935,Merry,f
169940,Clarine,f
169946,Lorayne,f
169986,Marlene,f
169990,Billy,f
169998,Kiyoko,f
170739,Elwanda,f
170841,Elayne,f
170862,Darline,f
170909,Arlyne,f
170914,Gerry,f
170916,Marlys,f
170923,Mardell,f
170926,Willene,f
170938,Inell,f
170940,Venice,f
170944,Ofelia,f
170968,Toby,f
170983,Peggie,f
170987,Beatriz,f
170989,Donald,f
170998,Rochelle,f
171684,Leatrice,f
171832,Billye,f
171905,Bobby,f
171908,Darleen,f
171932,Hortencia,f
171944,Ethelene,f
171987,Marylouise,f
172456,Eris,f
172882,Bettyjane,f
172898,Penny,f
172902,Dorene,f
172920,Toni,f
172961,Lynette,f
172964,Vonda,f
172977,Amparo,f
172978,Bebe,f
172987,Phylis,f
173879,Bettylou,f
173903,Wanita,f
173924,Marceline,f
173927,Vernelle,f
173952,Ernestina,f
173972,Doloris,f
174793,Sharon,f
174806,Delois,f
174856,Pamela,f
174871,Nanette,f
174877,Ardelle,f
174909,Natalia,f
174914,Estela,f
174920,Sherry,f
174921,Twyla,f
174930,Marlyn,f
174950,Jacquelin,f
174960,Enriqueta,f
174978,Bobbye,f
174979,Brenda,f
174985,Patti,f
174993,Lorrayne,f
175753,Janell,f
175827,Ladonna,f
175872,Nada,f
175873,Carla,f
175882,Kenneth,f
175935,Evangelina,f
175951,Willodean,f
175980,Charleen,f
175981,Coleen,f
175989,Illa,f
175993,Shirlie,f
175997,Ailene,f
175999,Erlinda,f
176699,Lita,f
176812,Marilou,f
176849,Lawanda,f
176857,Charmaine,f
176865,Cherie,f
176903,Sonya,f
176910,Raquel,f
176929,Hortensia,f
176935,Valencia,f
176953,Jocelyn,f
176954,Kazuko,f
176968,Joye,f
176979,Lidia,f
176981,Roseann,f
176991,Earlean,f
176995,Ralph,f
177321,Jeannine,f
177600,Romona,f
177883,Johnny,f
177891,Jeanine,f
177892,Joline,f
177898,Felicitas,f
177957,Carma,f
177961,Melvin,f
177964,Marva,f
177967,Colette,f
177974,Sondra,f
177977,Marilee,f
177999,Jolene,f
178000,Jovita,f
178678,Dorla,f
178822,Dianne,f
178824,Margy,f
178839,Velia,f
178894,Carrol,f
178903,Arden,f
178929,Margene,f
178934,Beverlee,f
178940,Maryanne,f
178963,Joycelyn,f
178966,Merlene,f
178975,Norman,f
178976,Oralia,f
178979,Sydell,f
178987,Jill,f
179629,Ardeth,f
179800,Armida,f
179850,Marylin,f
179852,Sonja,f
179874,Laquita,f
179900,Julianne,f
179912,Nannette,f
179938,Margo,f
179941,Claudette,f
179943,Jan,f
179948,Arla,f
179951,Charlsie,f
179953,Marylyn,f
179966,Mitzi,f
179968,Patrica,f
179982,Eartha,f
179985,Herlinda,f
179991,Trudy,f
179992,Verdell,f
180464,Joretta,f
180907,Marsha,f
180919,Verlene,f
180937,Gerald,f
180939,Lynne,f
180940,Mariann,f
180946,Joetta,f
180957,Rosanne,f
180963,Belia,f
180965,Janelle,f
180968,Merilyn,f
180972,Ardyce,f
180985,Cheryl,f
180992,Rosita,f
180997,Celine,f
181892,Carleen,f
181907,Carolee,f
181914,Dian,f
181915,Dorthey,f
181928,Kathy,f
181931,Robin,f
181960,Kaye,f
181968,Marita,f
181969,Thomasina,f
181976,Jimmy,f
181993,Marta,f
181994,Noel,f
181996,Thalia,f
182463,Nira,f
182679,Sharlene,f
182734,Rheta,f
182845,Jerrie,f
182860,Ginger,f
182908,Jacklyn,f
182927,Elissa,f
182931,Paulette,f
182945,Monna,f
182955,Joellen,f
182963,Lavona,f
182986,Bonny,f
183758,Gale,f
183806,Luanne,f
183814,Saundra,f
183883,Luann,f
183887,Pearlene,f
183902,Ronald,f
183923,Nancie,f
183936,Shirlene,f
183946,Marcelina,f
183953,Sherrill,f
183954,Vicki,f
183959,Karol,f
183962,Louann,f
183968,Debra,f
183975,Alison,f
183981,Marylee,f
183990,Sharron,f
183994,Cathy,f
184673,Darla,f
184714,Norita,f
184745,Gaye,f
184809,Jeri,f
184848,Shelby,f
184853,Sandy,f
184863,Loris,f
184866,Shirleyann,f
184871,Heather,f
184937,Carolynn,f
184943,Marla,f
184948,Evonne,f
184975,Darlyne,f
184982,Vernetta,f
184991,Rhonda,f
185502,Shelba,f
185708,Shelva,f
185769,Deanna,f
185792,Karla,f
185794,Tanya,f
185815,Annmarie,f
185825,Wendy,f
185844,Ruthann,f
185845,Sherrie,f
185876,Carolann,f
185896,Evon,f
185909,Sheryl,f
185914,Jacquline,f
185916,Karlene,f
185923,Glennis,f
185924,Karin,f
185927,Marleen,f
185938,Roxanne,f
185955,Harlene,f
185961,Annamarie,f
185965,Jacque,f
185975,Maralyn,f
185978,Shari,f
185981,Holly,f
185984,Larae,f
185994,Gayla,f
186427,Deanne,f
186559,Dianna,f
186686,Simone,f
186758,Leilani,f
186818,Vickie,f
186835,Diann,f
186851,Karolyn,f
186857,Deann,f
186860,Noretta,f
186875,Shelvia,f
186876,Shelvie,f
186906,Shelia,f
186939,Shannon,f
186947,Rosario,f
186954,Janyce,f
186955,Lisa,f
186970,Jonell,f
186973,Marolyn,f
186975,Mimi,f
186976,Noreta,f
186979,Roseanne,f
187619,Lorelei,f
187739,Danielle,f
187799,Vicky,f
187872,Helaine,f
187873,Maryjo,f
187899,Deana,f
187937,Janine,f
187939,Michael,f
187941,Ronda,f
187948,Ronnie,f
187959,Leanne,f
187962,Michelle,f
187975,Cindy,f
187983,Michele,f
187988,Jennifer,f
187996,Judi,f
188842,Karel,f
188843,Karon,f
188872,Glynda,f
188878,Tamara,f
188889,Suzann,f
188899,Fran,f
188916,Nanci,f
188925,April,f
188928,Hedy,f
188930,Shelley,f
188943,Kristin,f
188956,Mari,f
188970,Jannette,f
188971,Jerri,f
188979,Heidi,f
188985,Lyn,f
188988,Dotty,f
189587,Suellen,f
189746,Lonna,f
189783,Kathie,f
189824,Ilona,f
189837,Laraine,f
189838,Larry,f
189852,Susann,f
189874,Rona,f
189875,Sharen,f
189940,Lynnette,f
189942,Scarlett,f
189943,Belinda,f
189967,Pam,f
189969,Ruthanne,f
189981,Jody,f
189983,Juliann,f
189986,Sherron,f
189992,Donita,f
190000,Georgiann,f
190608,Jerilyn,f
190818,Sharyn,f
190837,Sherri,f
190838,Suzan,f
190855,Nyla,f
190856,Trina,f
190866,Judyth,f
190891,Nikki,f
190894,Sheri,f
190904,Jana,f
190917,Adrianne,f
190919,Georgeann,f
190941,Terri,f
190943,Caren,f
190946,Kristine,f
190976,Geri,f
190977,Jerilynn,f
190978,Karan,f
190979,Lesley,f
190983,Rosann,f
190987,Cheri,f
190989,Leann,f
191000,Phyliss,f
191513,Merrily,f
191523,Melody,f
191537,Kaaren,f
191546,Cassandra,f
191615,Aloma,f
191734,Cathie,f
191767,Sandi,f
191783,Ronna,f
191789,Christy,f
191809,Karren,f
191827,Jerrilyn,f
191834,Sheron,f
191855,Michal,f
191856,Pauletta,f
191882,Merrilee,f
191885,Terrie,f
191912,Tonya,f
191916,Sunny,f
191935,Karyn,f
191937,Chris,f
191947,Nicole,f
191976,Ginny,f
191999,Charla,f
192684,Tana,f
192822,Charolette,f
192829,Alexis,f
192835,Kerry,f
192842,Marcy,f
192871,Cheryle,f
192895,Kathi,f
192900,Karyl,f
192907,Candy,f
192930,Sherryl,f
192939,Luana,f
192953,Dennis,f
192960,Marty,f
192962,Rozanne,f
192965,Carlyn,f
192971,Jacquelynn,f
192985,Shelly,f
192993,Caron,f
192996,Suzette,f
193607,Dorinda,f
193685,Teri,f
193745,Alana,f
193817,Danna,f
193823,Maribeth,f
193825,Pamala,f
193830,Rosalinda,f
193837,Kim,f
193854,Andra,f
193868,Elyse,f
193878,Pamella,f
193908,Bobbi,f
193909,Corliss,f
193926,Cheryll,f
193929,Graciela,f
193935,Sherilyn,f
193948,Deirdre,f
193950,Gerri,f
193951,Glinda,f
193957,Gary,f
193969,Mickie,f
193986,Marybeth,f
193995,Cherrie,f
193997,Kelly,f
194354,Lauren,f
194671,Laureen,f
194734,Patrice,f
194737,Aleta,f
194738,Candice,f
194835,Kristina,f
194845,Vickey,f
194855,Nicki,f
194864,Deena,f
194875,Daryl,f
194876,Janeen,f
194879,Leigh,f
194913,Meryl,f
194928,Bettina,f
194938,Robyn,f
194940,Sharyl,f
194944,Erica,f
194947,Lani,f
194961,Leslee,f
194981,Deidre,f
194990,Katrina,f
195708,Kimberly,f
195779,Kristi,f
195790,Randy,f
195808,Cherryl,f
195814,Unknown,f
195821,Dayle,f
195824,Randi,f
195858,Kristen,f
195888,Lori,f
195904,Allison,f
195912,Jacalyn,f
195944,Starr,f
195952,Kendra,f
195954,Suzanna,f
195962,Debby,f
195967,Valarie,f
195975,Melodie,f
